cell_index,timestamp
80,2024-07-26 20:30:00
30,2024-07-26 20:45:00
107,2024-07-26 21:15:00
33,2024-07-26 21:30:00
89,2024-07-26 21:45:00
15,2024-07-26 22:00:00
166,2024-07-26 22:15:00
21,2024-07-26 22:30:00
146,2024-07-26 22:45:00
197,2024-07-26 23:00:00
123,2024-07-26 23:15:00
26,2024-07-26 23:45:00
150,2024-07-27 00:00:00
