cell_index,timestamp
80,2024-07-29 20:15:00
107,2024-07-29 20:30:00
30,2024-07-29 20:45:00
33,2024-07-29 21:00:00
89,2024-07-29 21:15:00
21,2024-07-29 21:30:00
146,2024-07-29 21:45:00
197,2024-07-29 22:00:00
123,2024-07-29 22:15:00
26,2024-07-29 22:30:00
150,2024-07-29 22:45:00
