cell_index,timestamp
80,2024-07-29 15:00:00
30,2024-07-29 15:15:00
107,2024-07-29 15:30:00
33,2024-07-29 15:45:00
89,2024-07-29 16:00:00
15,2024-07-29 16:15:00
166,2024-07-29 17:15:00
146,2024-07-29 17:30:00
21,2024-07-29 17:45:00
123,2024-07-29 18:00:00
197,2024-07-29 18:15:00
26,2024-07-29 19:00:00
150,2024-07-29 19:15:00
